name,food_type_id,id_city,image_path,description,cover_image,gallery,short_description,detailed_description,ingredients,taste_profile,dietary_warnings,average_rating,review_count,source_location,source_classification,source_section
Bánh xèo,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/B%C3%A1nh_x%C3%A8o_1.jpg/120px-B%C3%A1nh_x%C3%A8o_1.jpg,"Bằng bột gạo bên ngoài, bên trong có nhân là tôm, thịt, giá đỗ, được rán màu vàng, đúc thành hình tròn hoặc gấp lại thành hình bán nguyệt [ 1 ] [ 8 ] [ 11 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/B%C3%A1nh_x%C3%A8o_1.jpg/120px-B%C3%A1nh_x%C3%A8o_1.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/B%C3%A1nh_x%C3%A8o_1.jpg/120px-B%C3%A1nh_x%C3%A8o_1.jpg""]","Bằng bột gạo bên ngoài, bên trong có nhân là tôm, thịt, giá đỗ, được rán màu vàng, đúc thành hình tròn hoặc gấp lại thàn","Bằng bột gạo bên ngoài, bên trong có nhân là tôm, thịt, giá đỗ, được rán màu vàng, đúc thành hình tròn hoặc gấp lại thành hình bán nguyệt [ 1 ] [ 8 ] [ 11 ]",,,,,0,Khắp cả nước,Bánh rán,Bánh mặn
Bột chiên,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Botchien_in_Vietnam.jpg/120px-Botchien_in_Vietnam.jpg,Bánh gạo chiên với trứng và dùng với nước tương.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Botchien_in_Vietnam.jpg/120px-Botchien_in_Vietnam.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Botchien_in_Vietnam.jpg/120px-Botchien_in_Vietnam.jpg""]",Bánh gạo chiên với trứng và dùng với nước tương.,Bánh gạo chiên với trứng và dùng với nước tương.,,,,,0,Miền Nam,Bánh bột gạo,Bánh mặn
Bánh phồng tôm,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Fried_Krupuk_Udang.JPG/120px-Fried_Krupuk_Udang.JPG,"Bánh làm từ bột gạo và tôm, được chiên giòn lên.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Fried_Krupuk_Udang.JPG/120px-Fried_Krupuk_Udang.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Fried_Krupuk_Udang.JPG/120px-Fried_Krupuk_Udang.JPG""]","Bánh làm từ bột gạo và tôm, được chiên giòn lên.","Bánh làm từ bột gạo và tôm, được chiên giòn lên.",,,,,0,Miền Nam,Bánh bột gạo,Bánh mặn
Bánh bò,29f72bdf-6cd5-44e6-87fc-662ab65d5027,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/B%C3%A1nh_B%C3%B2_M%C3%A0u_rice_cake.jpg/120px-B%C3%A1nh_B%C3%B2_M%C3%A0u_rice_cake.jpg,"Bánh xốp làm từ: bột gạo, nước, đường và men. Mặt bánh có rất nhiều bong bóng nhỏ do có nhiều lỗ khí trong bánh [ 8 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/B%C3%A1nh_B%C3%B2_M%C3%A0u_rice_cake.jpg/120px-B%C3%A1nh_B%C3%B2_M%C3%A0u_rice_cake.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/B%C3%A1nh_B%C3%B2_M%C3%A0u_rice_cake.jpg/120px-B%C3%A1nh_B%C3%B2_M%C3%A0u_rice_cake.jpg""]","Bánh xốp làm từ: bột gạo, nước, đường và men. Mặt bánh có rất nhiều bong bóng nhỏ do có nhiều lỗ khí trong bánh [ 8 ]","Bánh xốp làm từ: bột gạo, nước, đường và men. Mặt bánh có rất nhiều bong bóng nhỏ do có nhiều lỗ khí trong bánh [ 8 ]",,,,,0,Miền Nam,Bánh ngọt,Bánh ngọt
Bánh cáy,29f72bdf-6cd5-44e6-87fc-662ab65d5027,a38921f9-bf2c-43b1-916f-1f20bd81e93f,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/B%C3%A1nh_c%C3%A1y.JPG/120px-B%C3%A1nh_c%C3%A1y.JPG,"Bằng gạo nếp, và các nguyên liệu phụ khác như: gấc hoặc là lá dành dành, lạc, vừng, cà rốt, gừng, vỏ quýt, mỡ lợn.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/B%C3%A1nh_c%C3%A1y.JPG/120px-B%C3%A1nh_c%C3%A1y.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/B%C3%A1nh_c%C3%A1y.JPG/120px-B%C3%A1nh_c%C3%A1y.JPG""]","Bằng gạo nếp, và các nguyên liệu phụ khác như: gấc hoặc là lá dành dành, lạc, vừng, cà rốt, gừng, vỏ quýt, mỡ lợn.","Bằng gạo nếp, và các nguyên liệu phụ khác như: gấc hoặc là lá dành dành, lạc, vừng, cà rốt, gừng, vỏ quýt, mỡ lợn.",,,,,0,Thái Bình,Bánh ngọt,Bánh ngọt
Bánh chuối,29f72bdf-6cd5-44e6-87fc-662ab65d5027,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Best_banana_pancake_Hoi_An%2C_Vietnam.jpg/120px-Best_banana_pancake_Hoi_An%2C_Vietnam.jpg,Bánh bột nhân chuối [ 12 ],https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Best_banana_pancake_Hoi_An%2C_Vietnam.jpg/120px-Best_banana_pancake_Hoi_An%2C_Vietnam.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Best_banana_pancake_Hoi_An%2C_Vietnam.jpg/120px-Best_banana_pancake_Hoi_An%2C_Vietnam.jpg""]",Bánh bột nhân chuối [ 12 ],Bánh bột nhân chuối [ 12 ],,,,,0,Khắp cả nước,Bánh ngọt,Bánh ngọt
Bánh cốm,29f72bdf-6cd5-44e6-87fc-662ab65d5027,97a6dbe2-3e11-4e93-b238-5648a1fc93aa,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Banh_com.png/120px-Banh_com.png,"Làm từ cốm , nhân đậu xanh, dừa nạo và mứt bí hoặc mứt sen trần, thường dùng cho lễ ăn hỏi. Cốm được trộn nước theo tỷ lệ nhất định, đảo đều trên lửa, hoặc hấp chín trộn chút đường và nước hoa bưởi.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Banh_com.png/120px-Banh_com.png,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Banh_com.png/120px-Banh_com.png""]","Làm từ cốm , nhân đậu xanh, dừa nạo và mứt bí hoặc mứt sen trần, thường dùng cho lễ ăn hỏi. Cốm được trộn nước theo tỷ l","Làm từ cốm , nhân đậu xanh, dừa nạo và mứt bí hoặc mứt sen trần, thường dùng cho lễ ăn hỏi. Cốm được trộn nước theo tỷ lệ nhất định, đảo đều trên lửa, hoặc hấp chín trộn chút đường và nước hoa bưởi.",,,,,0,Hà Nội,Bánh ngọt,Bánh ngọt
Bánh giầy đỗ Bánh giầy đậu,29f72bdf-6cd5-44e6-87fc-662ab65d5027,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/B%C3%A1nh_d%C3%A0y_%C4%91%E1%BB%97.jpg/120px-B%C3%A1nh_d%C3%A0y_%C4%91%E1%BB%97.jpg,"Bằng bột nếp hoặc xôi đồ chín giã nguyễn trong có nhân đậu xanh sên đường và bánh được phủ một lớp đậu xanh luộc, nghiền mịn, không đường ở ngoài.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/B%C3%A1nh_d%C3%A0y_%C4%91%E1%BB%97.jpg/120px-B%C3%A1nh_d%C3%A0y_%C4%91%E1%BB%97.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/B%C3%A1nh_d%C3%A0y_%C4%91%E1%BB%97.jpg/120px-B%C3%A1nh_d%C3%A0y_%C4%91%E1%BB%97.jpg""]","Bằng bột nếp hoặc xôi đồ chín giã nguyễn trong có nhân đậu xanh sên đường và bánh được phủ một lớp đậu xanh luộc, nghiền","Bằng bột nếp hoặc xôi đồ chín giã nguyễn trong có nhân đậu xanh sên đường và bánh được phủ một lớp đậu xanh luộc, nghiền mịn, không đường ở ngoài.",,,,,0,Miền Bắc,Bánh ngọt,Bánh ngọt
Bánh da lợn,29f72bdf-6cd5-44e6-87fc-662ab65d5027,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/B%C3%A1nh_da_l%E1%BB%A3n_s%E1%BA%A7u_ri%C3%AAng.jpg/120px-B%C3%A1nh_da_l%E1%BB%A3n_s%E1%BA%A7u_ri%C3%AAng.jpg,"Bằng bột năng, đường trắng, dừa nạo, va ni hay lá dứa và một số gia vị khác. Nhân bánh được làm từ đậu xanh, khoai môn nghiền mịn hoặc bào sợi hấp chín và bột gạo, đường",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/B%C3%A1nh_da_l%E1%BB%A3n_s%E1%BA%A7u_ri%C3%AAng.jpg/120px-B%C3%A1nh_da_l%E1%BB%A3n_s%E1%BA%A7u_ri%C3%AAng.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/B%C3%A1nh_da_l%E1%BB%A3n_s%E1%BA%A7u_ri%C3%AAng.jpg/120px-B%C3%A1nh_da_l%E1%BB%A3n_s%E1%BA%A7u_ri%C3%AAng.jpg""]","Bằng bột năng, đường trắng, dừa nạo, va ni hay lá dứa và một số gia vị khác. Nhân bánh được làm từ đậu xanh, khoai môn n","Bằng bột năng, đường trắng, dừa nạo, va ni hay lá dứa và một số gia vị khác. Nhân bánh được làm từ đậu xanh, khoai môn nghiền mịn hoặc bào sợi hấp chín và bột gạo, đường",,,,,0,Miền Nam,Bánh ngọt,Bánh ngọt
Bánh đậu xanh,29f72bdf-6cd5-44e6-87fc-662ab65d5027,788aeac0-5766-4314-b4ac-876c194a29b8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/B%C3%A1nh_%C4%91%E1%BA%ADu_xanh.jpg/120px-B%C3%A1nh_%C4%91%E1%BA%ADu_xanh.jpg,"Làm từ bột đậu xanh quyết nhuyễn với đường và dầu thực vật hay mỡ động vật, thường là mỡ heo. Bánh được cắt thành từng khối vuông nhỏ, gói giấy bạc thành hộp nhỏ hay gói giấy thấm mỡ thành từng thỏi",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/B%C3%A1nh_%C4%91%E1%BA%ADu_xanh.jpg/120px-B%C3%A1nh_%C4%91%E1%BA%ADu_xanh.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/B%C3%A1nh_%C4%91%E1%BA%ADu_xanh.jpg/120px-B%C3%A1nh_%C4%91%E1%BA%ADu_xanh.jpg""]","Làm từ bột đậu xanh quyết nhuyễn với đường và dầu thực vật hay mỡ động vật, thường là mỡ heo. Bánh được cắt thành từng k","Làm từ bột đậu xanh quyết nhuyễn với đường và dầu thực vật hay mỡ động vật, thường là mỡ heo. Bánh được cắt thành từng khối vuông nhỏ, gói giấy bạc thành hộp nhỏ hay gói giấy thấm mỡ thành từng thỏi",,,,,0,Hải Dương,Bánh ngọt,Bánh ngọt
Bánh flan,29f72bdf-6cd5-44e6-87fc-662ab65d5027,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Homemadeflan.jpg/120px-Homemadeflan.jpg,"Bánh được hấp chín từ các nguyên liệu chính là trứng và sữa, caramel",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Homemadeflan.jpg/120px-Homemadeflan.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Homemadeflan.jpg/120px-Homemadeflan.jpg""]","Bánh được hấp chín từ các nguyên liệu chính là trứng và sữa, caramel","Bánh được hấp chín từ các nguyên liệu chính là trứng và sữa, caramel",,,,,0,Khắp cả nước,Bánh ngọt,Bánh ngọt
Bánh gai,29f72bdf-6cd5-44e6-87fc-662ab65d5027,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Banh_gai_3.jpg/120px-Banh_gai_3.jpg,"Vỏ bánh là bột gạo nếp và lá cây gai, nhân bánh mỡ lợn thái nhỏ, tinh dầu chuối, cơm dừa, đỗ xanh nấu chín. Bánh có dạng hình vuông, màu đen, gói trong lá gai nâu",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Banh_gai_3.jpg/120px-Banh_gai_3.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Banh_gai_3.jpg/120px-Banh_gai_3.jpg""]","Vỏ bánh là bột gạo nếp và lá cây gai, nhân bánh mỡ lợn thái nhỏ, tinh dầu chuối, cơm dừa, đỗ xanh nấu chín. Bánh có dạng","Vỏ bánh là bột gạo nếp và lá cây gai, nhân bánh mỡ lợn thái nhỏ, tinh dầu chuối, cơm dừa, đỗ xanh nấu chín. Bánh có dạng hình vuông, màu đen, gói trong lá gai nâu",,,,,0,Miền Bắc,Bánh ngọt,Bánh ngọt
Bánh tro,29f72bdf-6cd5-44e6-87fc-662ab65d5027,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/B%C3%A1nh_gio.jpg/120px-B%C3%A1nh_gio.jpg,"Một số loại lá được đốt lên lấy tro để ngâm cùng với gạo nếp tạo ra màu nâu vàng như màu hổ phách cũng như hương vị đặc trưng của bánh. Phổ biến nhất vẫn là cách gói bánh thuôn dài. Bánh ăn chấm đường hoặc mật ong ,mật mía.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/B%C3%A1nh_gio.jpg/120px-B%C3%A1nh_gio.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/B%C3%A1nh_gio.jpg/120px-B%C3%A1nh_gio.jpg""]",Một số loại lá được đốt lên lấy tro để ngâm cùng với gạo nếp tạo ra màu nâu vàng như màu hổ phách cũng như hương vị đặc ,"Một số loại lá được đốt lên lấy tro để ngâm cùng với gạo nếp tạo ra màu nâu vàng như màu hổ phách cũng như hương vị đặc trưng của bánh. Phổ biến nhất vẫn là cách gói bánh thuôn dài. Bánh ăn chấm đường hoặc mật ong ,mật mía.",,,,,0,Miền Bắc,Bánh ngọt,Bánh ngọt
Bánh in,29f72bdf-6cd5-44e6-87fc-662ab65d5027,6fc8742d-40d6-43f9-9fd1-f497b4f62ddc,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/B%C3%A1nh_in.JPG/120px-B%C3%A1nh_in.JPG,"Được làm từ bột năng, bột nếp, đậu xanh, đường, các nguyên liệu khác và được ép, đúc thành khuôn mặt đáy của bánh khó khắc các hình chữ Thọ, Phúc, Lộc và gói trong giấy ngũ sắc. Đây là loại bánh để dùng trong ngày Tết , phục vụ việc thờ cúng và đãi khách",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/B%C3%A1nh_in.JPG/120px-B%C3%A1nh_in.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/B%C3%A1nh_in.JPG/120px-B%C3%A1nh_in.JPG""]","Được làm từ bột năng, bột nếp, đậu xanh, đường, các nguyên liệu khác và được ép, đúc thành khuôn mặt đáy của bánh khó kh","Được làm từ bột năng, bột nếp, đậu xanh, đường, các nguyên liệu khác và được ép, đúc thành khuôn mặt đáy của bánh khó khắc các hình chữ Thọ, Phúc, Lộc và gói trong giấy ngũ sắc. Đây là loại bánh để dùng trong ngày Tết , phục vụ việc thờ cúng và đãi khách",,,,,0,Huế,Bánh ngọt,Bánh ngọt
Bánh kẹp lá dứa,29f72bdf-6cd5-44e6-87fc-662ab65d5027,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Pandan_waffle.jpg/120px-Pandan_waffle.jpg,Bánh quế,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Pandan_waffle.jpg/120px-Pandan_waffle.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Pandan_waffle.jpg/120px-Pandan_waffle.jpg""]",Bánh quế,Bánh quế,,,,,0,Khắp cả nước,Bánh ngọt,Bánh ngọt
Bánh khoai mì,29f72bdf-6cd5-44e6-87fc-662ab65d5027,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,,Bánh làm từ khoai mì,,[],Bánh làm từ khoai mì,Bánh làm từ khoai mì,,,,,0,,Bánh ngọt,Bánh ngọt
Bánh khảo,29f72bdf-6cd5-44e6-87fc-662ab65d5027,788aeac0-5766-4314-b4ac-876c194a29b8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/B%C3%A1nh_kh%E1%BA%A3o.jpg/120px-B%C3%A1nh_kh%E1%BA%A3o.jpg,"Bột nếp rang với đường, nhân là mứt bí và mỡ phần",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/B%C3%A1nh_kh%E1%BA%A3o.jpg/120px-B%C3%A1nh_kh%E1%BA%A3o.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/B%C3%A1nh_kh%E1%BA%A3o.jpg/120px-B%C3%A1nh_kh%E1%BA%A3o.jpg""]","Bột nếp rang với đường, nhân là mứt bí và mỡ phần","Bột nếp rang với đường, nhân là mứt bí và mỡ phần",,,,,0,Miền Bắc ( Hải Dương ),Bánh ngọt,Bánh ngọt
Bánh lọt,29f72bdf-6cd5-44e6-87fc-662ab65d5027,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Chendol_at_Cendol_Melaka%2C_Changi_Village.jpg/120px-Chendol_at_Cendol_Melaka%2C_Changi_Village.jpg,"Bằng bột gạo cùng bột năng có mùi thơm của nước cốt dừa, đường thắng, màu xanh trắng của lá dứa, vị man mát",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Chendol_at_Cendol_Melaka%2C_Changi_Village.jpg/120px-Chendol_at_Cendol_Melaka%2C_Changi_Village.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Chendol_at_Cendol_Melaka%2C_Changi_Village.jpg/120px-Chendol_at_Cendol_Melaka%2C_Changi_Village.jpg""]","Bằng bột gạo cùng bột năng có mùi thơm của nước cốt dừa, đường thắng, màu xanh trắng của lá dứa, vị man mát","Bằng bột gạo cùng bột năng có mùi thơm của nước cốt dừa, đường thắng, màu xanh trắng của lá dứa, vị man mát",,,,,0,Miền Nam,Bánh ngọt,Bánh ngọt
Bánh mật,29f72bdf-6cd5-44e6-87fc-662ab65d5027,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/B%C3%A1nh_m%E1%BA%ADt01.jpg/120px-B%C3%A1nh_m%E1%BA%ADt01.jpg,Làm từ bột gạo nếp trộn mật nhân đậu xanh gói lá chuối đồ bằng chõ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/B%C3%A1nh_m%E1%BA%ADt01.jpg/120px-B%C3%A1nh_m%E1%BA%ADt01.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/B%C3%A1nh_m%E1%BA%ADt01.jpg/120px-B%C3%A1nh_m%E1%BA%ADt01.jpg""]",Làm từ bột gạo nếp trộn mật nhân đậu xanh gói lá chuối đồ bằng chõ,Làm từ bột gạo nếp trộn mật nhân đậu xanh gói lá chuối đồ bằng chõ,,,,,0,Miền Bắc,Bánh nếp,Bánh ngọt
Bánh nhãn,29f72bdf-6cd5-44e6-87fc-662ab65d5027,794fd494-0824-4b3c-b460-b4c9d4102c3f,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Banh_nhan.jpg/120px-Banh_nhan.jpg,"Bằng bột làm từ loại gạo nếp hương hay nếp cái hoa vàng Hải Hậu. Ngoài ra cần phải có trứng gà, đường trắng (hoặc đường phèn) và mỡ lợn",https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Banh_nhan.jpg/120px-Banh_nhan.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Banh_nhan.jpg/120px-Banh_nhan.jpg""]","Bằng bột làm từ loại gạo nếp hương hay nếp cái hoa vàng Hải Hậu. Ngoài ra cần phải có trứng gà, đường trắng (hoặc đường ","Bằng bột làm từ loại gạo nếp hương hay nếp cái hoa vàng Hải Hậu. Ngoài ra cần phải có trứng gà, đường trắng (hoặc đường phèn) và mỡ lợn",,,,,0,Nam Định,Bánh ngọt,Bánh ngọt
Bánh pía,29f72bdf-6cd5-44e6-87fc-662ab65d5027,35727751-0e3d-4ed9-a2fd-1c41b799bda4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/B%C3%A1nh_p%C3%ADa.JPG/120px-B%C3%A1nh_p%C3%ADa.JPG,"Được làm bằng bột mì, sầu riêng, lòng đỏ trứng",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/B%C3%A1nh_p%C3%ADa.JPG/120px-B%C3%A1nh_p%C3%ADa.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/B%C3%A1nh_p%C3%ADa.JPG/120px-B%C3%A1nh_p%C3%ADa.JPG""]","Được làm bằng bột mì, sầu riêng, lòng đỏ trứng","Được làm bằng bột mì, sầu riêng, lòng đỏ trứng",,,,,0,Cần Thơ,Bánh ngọt,Bánh ngọt
Bánh phu thê,29f72bdf-6cd5-44e6-87fc-662ab65d5027,7e803158-5a0d-4b93-890e-800e9534352b,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/B%C3%A1nh_phu_th%C3%AA.jpg/120px-B%C3%A1nh_phu_th%C3%AA.jpg,"Tinh bột gạo nếp lọc ra đem xay cho thật nhuyễn rồi phơi hoặc sấy khô, nhân bánh là đỗ xanh ngâm kỹ đãi sạch vỏ. Đem hấp chín, nghiền mịn, thắng với đường và trộn lẫn vài sợi dừa đã được nạo nhỏ",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/B%C3%A1nh_phu_th%C3%AA.jpg/120px-B%C3%A1nh_phu_th%C3%AA.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/B%C3%A1nh_phu_th%C3%AA.jpg/120px-B%C3%A1nh_phu_th%C3%AA.jpg""]","Tinh bột gạo nếp lọc ra đem xay cho thật nhuyễn rồi phơi hoặc sấy khô, nhân bánh là đỗ xanh ngâm kỹ đãi sạch vỏ. Đem hấp","Tinh bột gạo nếp lọc ra đem xay cho thật nhuyễn rồi phơi hoặc sấy khô, nhân bánh là đỗ xanh ngâm kỹ đãi sạch vỏ. Đem hấp chín, nghiền mịn, thắng với đường và trộn lẫn vài sợi dừa đã được nạo nhỏ",,,,,0,Bắc Ninh,Bánh nếp,Bánh ngọt
Bánh rế,29f72bdf-6cd5-44e6-87fc-662ab65d5027,70b15bcc-42b5-4093-972c-26c38dd5238b,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/B%C3%A1nh_r%E1%BA%BF.jpg/120px-B%C3%A1nh_r%E1%BA%BF.jpg,Làm bằng khoai lang và đường nấu chảy được tưới lên mặt bánh như cái rế,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/B%C3%A1nh_r%E1%BA%BF.jpg/120px-B%C3%A1nh_r%E1%BA%BF.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/B%C3%A1nh_r%E1%BA%BF.jpg/120px-B%C3%A1nh_r%E1%BA%BF.jpg""]",Làm bằng khoai lang và đường nấu chảy được tưới lên mặt bánh như cái rế,Làm bằng khoai lang và đường nấu chảy được tưới lên mặt bánh như cái rế,,,,,0,Bình Thuận,Bánh khoai,Bánh ngọt
Bánh rán,29f72bdf-6cd5-44e6-87fc-662ab65d5027,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Banhran.jpg/120px-Banhran.jpg,"Bằng gạo nếp viên tròn nhân đỗ xanh xay nhuyễn, chiên vàng giòn ngập mỡ, thường có nhân ngọt hoặc phủ đường bên ngoài [ 8 ] [ 12 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Banhran.jpg/120px-Banhran.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Banhran.jpg/120px-Banhran.jpg""]","Bằng gạo nếp viên tròn nhân đỗ xanh xay nhuyễn, chiên vàng giòn ngập mỡ, thường có nhân ngọt hoặc phủ đường bên ngoài [ ","Bằng gạo nếp viên tròn nhân đỗ xanh xay nhuyễn, chiên vàng giòn ngập mỡ, thường có nhân ngọt hoặc phủ đường bên ngoài [ 8 ] [ 12 ]",,,,,0,Miền Bắc,Bánh nếp,Bánh ngọt
Bánh tai heo,29f72bdf-6cd5-44e6-87fc-662ab65d5027,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/B%C3%A1nh_tai_heo_trong_khay_m%E1%BB%A9t_ng%C3%A0y_t%E1%BA%BFt.jpg/120px-B%C3%A1nh_tai_heo_trong_khay_m%E1%BB%A9t_ng%C3%A0y_t%E1%BA%BFt.jpg,"Làm từ bột mì, đường cát, mè trắng, sữa đặc, trứng gà, bơ, vani, dầu ăn, muối, nước... và được chế biến theo phương pháp chiên giòn. Bánh có vị mặn, bùi ngọt và rất dòn, khô.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/B%C3%A1nh_tai_heo_trong_khay_m%E1%BB%A9t_ng%C3%A0y_t%E1%BA%BFt.jpg/120px-B%C3%A1nh_tai_heo_trong_khay_m%E1%BB%A9t_ng%C3%A0y_t%E1%BA%BFt.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/B%C3%A1nh_tai_heo_trong_khay_m%E1%BB%A9t_ng%C3%A0y_t%E1%BA%BFt.jpg/120px-B%C3%A1nh_tai_heo_trong_khay_m%E1%BB%A9t_ng%C3%A0y_t%E1%BA%BFt.jpg""]","Làm từ bột mì, đường cát, mè trắng, sữa đặc, trứng gà, bơ, vani, dầu ăn, muối, nước... và được chế biến theo phương pháp","Làm từ bột mì, đường cát, mè trắng, sữa đặc, trứng gà, bơ, vani, dầu ăn, muối, nước... và được chế biến theo phương pháp chiên giòn. Bánh có vị mặn, bùi ngọt và rất dòn, khô.",,,,,0,Khắp cả nước,Bánh rán,Bánh ngọt
